,A_index,C_flare,K_index,N_PAIRS,N_STATIONS,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,new_regions,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area,BIN_LABEL
15,12.0,3.0,3.0,5.0,6.0,11.6363403659,24.4699982288,67.2264906343,1296.56346521,111.191649569,0.758876193846,37.6417704552,51.5658460827,1.73749429713,5.89198134396,0.960253903523,-7.92195473115,7.69993471197,1.0,160.0,203.262578303,13.2179474848,106.0,610.0,0.0
16,12.0,3.0,4.0,2.0,3.0,1.89967918192,27.2039799424,57.6133640365,1325.62903476,51.8293165815,7.91622481795,28.2909106404,71.1853219358,8.03088053636,5.06176924148,0.181466577248,-68.2375619098,6.31356943662,1.0,160.0,163.381950551,13.5037513767,106.0,610.0,0.0
17,12.0,3.0,4.0,2.0,3.0,2.11569634671,24.4222107254,57.6133640365,1152.02728284,51.8293165815,8.63457952796,27.8886302412,50.4803342125,8.65789416572,5.25151846602,0.00206636008984,-68.2375619098,6.49958673238,1.0,160.0,165.453730267,13.8510584953,106.0,610.0,0.0
18,12.0,3.0,4.0,2.0,4.0,0.45368749882,18.4424621295,58.6747282803,976.87588147,51.8293165815,8.20899443759,27.9143053481,188.172076572,8.17271329532,4.49716293304,0.00168480477425,-68.2375619098,3.61612534983,1.0,160.0,80.9843300298,11.9740855507,106.0,610.0,0.0
19,12.0,3.0,3.0,2.0,4.0,2.96546819969,28.9755248681,72.1329959959,1118.37348899,26.0743845401,3.95494357273,35.007073558,206.349272175,4.50404991463,2.97613487115,0.485191807952,-72.2326656947,5.20365236796,1.0,160.0,119.646238906,10.2101235682,106.0,610.0,0.0
20,10.0,9.0,10.0,2.0,3.0,4.9712195581,33.1527915781,64.8647042846,346.317688353,30.2537766697,11.9013405803,33.29499825,31.9616202456,11.8024551843,5.02184642631,4.27649674909,0.38861327815,2.84217395569,0.0,182.0,46.0334117347,3.87763540635,162.0,1570.0,0.0
21,10.0,9.0,2.0,7.0,9.0,3.59525086805,-0.477917364042,66.1821600326,775.33527418,57.9095489956,11.0844521048,34.4278674714,189.023432851,11.2607705448,2.22013705976,36.5483881859,-54.6906071023,9.8319617514,0.0,182.0,74.9315996555,9.89387814349,162.0,1570.0,0.0
22,10.0,9.0,2.0,2.0,3.0,10.0424524909,31.5847280077,64.1248339494,1076.82428308,57.9095489956,12.3058158966,31.7990184043,97.7951171905,12.4462402324,1.73714038244,23.9437414669,-54.6906071023,8.8245459622,0.0,182.0,135.937675981,9.34470017636,162.0,1570.0,0.0
23,10.0,9.0,10.0,3.0,4.0,2.40693361402,12.6730038267,71.7804615175,248.263426681,28.0151948919,1.13863033833,38.0983621079,18.7435511549,1.22000096299,4.11984305436,0.0262792604264,-4.98426379439,2.25192314346,0.0,182.0,45.6221272874,5.84510312858,162.0,1570.0,0.0
24,10.0,9.0,10.0,2.0,3.0,0.619303065035,29.398490564,70.8182374901,247.937344856,28.0151948919,1.03586394278,38.4914457425,18.6379084409,1.07287970383,4.56567590724,0.0277103968561,-5.37155211816,1.73623501311,0.0,182.0,38.8397382437,5.73869870667,162.0,1570.0,0.0
25,10.0,9.0,3.0,2.0,3.0,12.4232480512,34.0386968306,62.5687947563,817.231464423,42.6310777002,0.391506312437,28.6917454488,17.4858821054,0.523494123597,4.3133335289,0.0274970372261,-51.7905094517,4.10476486929,0.0,182.0,81.7659507888,6.81974724032,162.0,1570.0,0.0
26,10.0,9.0,2.0,4.0,5.0,7.19757913157,21.2194644688,61.6028006108,489.068090141,42.6310777002,-0.11647349124,29.2442102316,22.2558409521,0.269639874754,6.10684274371,0.00863347633165,-19.736101351,3.19882432663,0.0,182.0,80.6004727237,6.78507998974,162.0,1570.0,0.0
27,10.0,9.0,3.0,2.0,4.0,14.3303537821,105.053684099,37.2861954611,801.789181921,88.1668479987,3.13525311352,25.9641720476,9.18235406556,3.28439874316,2.64881381733,0.00261721241656,-3.12550308267,2.05178778116,0.0,182.0,73.3807526671,8.52186007763,162.0,1570.0,0.0
28,10.0,9.0,2.0,3.0,6.0,6.37723852933,49.4873579393,67.3165139543,1105.14073814,22.748728747,8.2113601957,30.3233416712,21.000212869,8.30392419447,2.26261809339,0.00273170290179,-64.5584706086,1.68609258246,0.0,182.0,45.5898660815,5.90421019329,162.0,1570.0,0.0
29,10.0,9.0,2.0,3.0,4.0,8.31235372348,17.0668684361,68.704741536,397.603463893,18.5251465927,9.23699555077,36.0728285683,21.6265335875,8.92120425429,5.46325428166,0.00190496959216,-24.9855230912,2.85918044937,0.0,182.0,64.325502317,5.46133500627,162.0,1570.0,0.0
30,10.0,9.0,2.0,2.0,3.0,11.5227659956,29.8763967106,67.7412673203,299.917286456,18.0552288819,9.06012509938,36.769309352,25.3841789963,8.81430079027,6.06381494044,0.0087423809865,-24.9855230912,2.43205296531,0.0,182.0,44.860456419,4.86175174235,162.0,1570.0,0.0
31,10.0,9.0,3.0,3.0,4.0,-0.00671403498647,4.22655489775,14.7365954973,135.835520791,29.5684558233,24.5631161636,9.9130254215,30.416423392,24.7726446672,4.66022720722,14.3451362483,19.1443271886,2.39260606015,0.0,182.0,30.6055796634,2.36219560749,162.0,1570.0,0.0
32,10.0,9.0,10.0,2.0,4.0,3.83590883576,18.2475357317,84.9925837033,666.007144935,66.3277871677,7.27012522476,42.9145833588,66.5474107663,7.46068840095,2.37402058637,0.222068992626,-29.0399071211,2.08855503949,0.0,182.0,56.8513389124,6.66158828321,162.0,1570.0,0.0
33,10.0,9.0,2.0,2.0,3.0,6.73365427997,17.7504271572,58.9749345801,950.042507986,74.2184932615,4.61964149449,31.923588681,65.2246170608,5.76938529041,2.19323700806,13.3437535714,-16.6175908963,7.46590064403,0.0,182.0,164.422139027,11.1884781652,162.0,1570.0,0.0
34,10.0,9.0,3.0,6.0,7.0,5.51753081224,29.2635846436,58.7745908484,918.385654157,89.5953650415,8.56728884401,27.9006977456,33.8007204212,8.66626659013,3.73891408195,0.000491330420741,-30.1818076719,4.99962884378,0.0,182.0,125.277212483,12.8997705904,162.0,1570.0,0.0
35,10.0,9.0,3.0,2.0,4.0,-1.0330376528,5.45557430245,23.0447847513,319.089531491,30.4978288826,20.7442087299,12.4401169212,97.7385634335,20.9738332381,5.34529502569,2.57839304774,13.8089061803,1.21764185362,0.0,182.0,43.3984787382,3.73796137779,162.0,1570.0,0.0
36,10.0,9.0,3.0,5.0,7.0,7.49517538217,30.2297464067,73.0765705271,5628.70438227,79.3495334363,3.42105570088,37.1890708501,90.3176347992,3.61743838465,2.04470829786,0.000908381675859,-24.437740072,3.52898336813,0.0,182.0,287.819773184,8.66241489346,162.0,1570.0,0.0
37,4.0,11.0,4.0,3.0,4.0,5.55521735844,9.18451821419,65.3132210503,429.709013627,46.2172576699,12.5745967923,32.790536182,44.8272974272,12.9190988747,4.18208846129,0.00502353124174,7.47046330075,3.9143301032,3.0,129.0,80.5836977175,6.2027507958,95.0,360.0,0.0
38,4.0,11.0,4.0,3.0,5.0,0.946128868221,11.5056713469,71.7841845068,352.8945824,14.7095906862,1.47699644344,37.4898705556,61.6435214463,1.42702048483,5.61364686853,0.111076881526,-4.17114791905,0.553370704437,3.0,129.0,21.5996770336,3.92224569806,95.0,360.0,0.0
39,4.0,11.0,4.0,3.0,5.0,1.68238309958,9.32521555407,34.6486422543,791.440557227,12.2877408298,8.09007376691,29.7369213804,67.3997713738,8.10633090664,8.80791345861,0.0812271481345,-3.96780097028,1.12399323913,3.0,129.0,69.5774408651,2.9095946339,95.0,360.0,0.0
40,4.0,11.0,4.0,7.0,9.0,4.3868909954,14.4660472633,86.2766421539,721.422498876,49.8381355106,-0.643460124217,44.7369955618,36.8839432209,-0.578367556295,3.12637144063,0.0141411314752,-17.2360757853,3.05301495735,3.0,129.0,71.7901390499,5.15884673896,95.0,360.0,1.0
41,4.0,11.0,4.0,3.0,6.0,1.87795716858,14.7400301954,69.4986073638,304.588028599,29.095954418,11.3755481907,45.2310457242,28.0876991547,11.4308492801,3.07731568842,0.0210332076252,5.45021786778,1.14143316327,3.0,129.0,31.5594928502,2.9806695558,95.0,360.0,1.0
42,4.0,11.0,1.0,6.0,7.0,3.46634541264,21.0014484669,69.6654761506,213.5329099,22.3273930669,11.0157960697,44.1757087604,21.312682625,10.8989956623,3.23290185391,6.52230563414e-05,4.12487414454,1.35313291755,3.0,129.0,29.0630245047,2.6086760603,95.0,360.0,0.0
43,4.0,11.0,1.0,3.0,5.0,3.0438934812,12.6164956265,66.1723357184,424.620717596,27.1251824704,-0.417372666621,33.4876853225,45.8270078627,-0.434721552643,6.29035609774,0.629111127344,-23.1717524095,3.219595477,3.0,129.0,72.938458059,5.34296513348,95.0,360.0,0.0
44,4.0,11.0,1.0,4.0,5.0,5.72030305703,17.943309374,64.3070917976,545.511308745,59.8340286047,12.383679831,30.366713771,32.7259407056,12.4779156597,3.67799537361,0.00360064687922,-27.9561989567,3.28783660403,3.0,129.0,84.0431428484,7.01293126225,95.0,360.0,0.0
45,4.0,11.0,4.0,3.0,5.0,-0.319775197323,9.94430769667,86.0327849857,70.1347398482,16.7769102336,7.26922524964,46.7931972447,11.9446930991,7.26783565841,3.6054221779,0.000450897687298,0.991996593655,0.389809338883,3.0,129.0,8.16975491512,3.18963209653,95.0,360.0,1.0
46,4.0,11.0,4.0,3.0,4.0,-0.617513934265,17.9783353933,85.6602120673,410.015754299,15.8199578808,6.98786561309,47.5487892314,58.7327125799,7.01378712563,6.50788014653,0.132897331298,0.991996593655,0.618870580665,3.0,129.0,17.9280583994,3.26965881659,95.0,360.0,1.0
47,4.0,11.0,4.0,3.0,4.0,-0.821434860394,4.48417967851,67.1355231405,202.578476999,14.4136009144,7.50272211392,44.1501729865,52.9903592474,7.49324829347,3.37913211531,0.0612694144833,1.93700932503,0.3520299343,3.0,129.0,13.7406529906,2.61758834684,95.0,360.0,1.0
48,4.0,11.0,1.0,2.0,3.0,0.51163304048,30.8741093424,34.9603481348,247.402771796,45.2689195283,17.8998534307,16.4934469018,25.7191168915,18.1493447181,5.51653975589,2.52606497404,9.62960360034,1.54676350287,3.0,129.0,28.5603855071,4.98147567072,95.0,360.0,0.0
49,4.0,11.0,1.0,2.0,4.0,-0.825109364458,0.961589510785,34.9603481348,317.967986319,45.447141941,19.5884291919,14.9607542998,123.59959498,20.2825933102,2.98724899671,1.64586903816,9.19317228995,1.9617250062,3.0,129.0,63.6982776105,5.99673714169,95.0,360.0,0.0
50,2.0,7.0,2.0,4.0,6.0,1.31238286474,36.1116360529,65.3160956337,207.318884824,28.1466116222,13.1554020147,34.2130740114,13.2590762026,12.9240555647,2.79160168088,0.00427148830517,5.40215477816,1.9712115018,2.0,130.0,30.259116225,4.75432308074,114.0,500.0,0.0
51,2.0,7.0,2.0,2.0,3.0,0.935948204184,6.21744422356,70.8993831746,734.880520968,16.5882710818,1.12703836093,37.3626782178,103.421757561,1.10807843111,5.61234293302,0.00978156314967,-7.05194848053,1.10676886525,2.0,130.0,75.6689542335,4.61309990293,114.0,500.0,0.0
52,2.0,7.0,2.0,2.0,4.0,2.99755541956,20.8477192544,71.1696822744,626.739889134,26.1314606986,0.990079088804,36.5999963985,34.7707420034,0.742274232011,5.04499649456,0.13479583581,-35.4401322653,2.21296534241,2.0,130.0,51.8339482402,5.37663707322,114.0,500.0,0.0
53,2.0,7.0,1.0,2.0,3.0,7.63915973519,37.3338836469,71.7906688748,681.286941648,32.3695381907,1.67539378347,37.7381748697,16.1669824099,1.70512235059,4.02322190734,0.0075574302069,-39.8000281468,2.8079638132,2.0,130.0,66.5082217426,5.34821138363,114.0,500.0,0.0
54,2.0,7.0,0.0,2.0,3.0,5.01118748436,17.4891473779,61.5645699465,342.698841288,8.76766474369,-1.20437192725,28.7187291891,32.0066770485,-1.19672577765,4.89748254805,0.00709545282179,-20.5360879381,2.41901858832,2.0,130.0,57.1196335605,3.10892199726,114.0,500.0,0.0
55,2.0,7.0,2.0,2.0,4.0,-0.734487942743,38.9715651873,37.2788834389,238.507802855,17.2124840743,2.77662215179,28.7175556815,58.6787997023,2.79612261718,7.39460416325,0.00629086482788,-3.27839499635,0.640188207847,2.0,130.0,32.674499913,3.87684445198,114.0,500.0,0.0
56,2.0,7.0,1.0,2.0,4.0,1.3384573281,18.1206138597,87.9289032319,379.049680037,46.3047990471,10.9665949417,44.3549624334,29.260430999,11.0243863943,5.78857118146,3.66906037243,-6.40111765762,2.07337910191,2.0,130.0,48.8182537141,5.52560184045,114.0,500.0,0.0
57,2.0,7.0,0.0,2.0,3.0,-0.786610011166,15.190987343,68.2133151145,110.265062354,14.6970590309,5.49185438225,32.1076030957,7.42795741205,5.65444769294,5.14829003689,0.00240361009513,-1.10966135616,0.973604409344,2.0,130.0,18.2187460379,4.10873445289,114.0,500.0,0.0
58,2.0,7.0,1.0,2.0,4.0,13.8678397223,26.8438076035,66.4409489305,896.625621164,58.1943559295,-0.00291753709313,33.225020531,37.8033191812,-0.119477619964,5.89736130216,0.666604062066,-20.0948095392,4.26151186467,2.0,130.0,119.517427997,6.27756198738,114.0,500.0,0.0
59,2.0,7.0,1.0,2.0,3.0,5.90430839366,9.19480092084,66.1699009125,554.101023811,42.7742877748,0.129980876323,35.2808874159,39.0647105983,-0.22441958677,6.14208221814,0.0149707881868,-20.0948095392,4.41513406055,2.0,130.0,106.520642849,6.9402014057,114.0,500.0,0.0
60,2.0,7.0,2.0,5.0,7.0,-0.581293124984,13.4109597871,60.1745292671,103.411903781,13.9847892319,8.03441758707,35.3222865691,12.5998812765,8.02750747808,6.78767363632,0.000924026959778,2.12323207595,0.292619548216,2.0,130.0,8.07960519616,1.7787134572,114.0,500.0,1.0
61,2.0,7.0,0.0,2.0,4.0,1.94277024085,19.0805799519,69.23330748,498.264330722,61.1422565833,5.39091588748,35.4094591054,23.7829295675,5.68883846724,2.29414666854,0.853567188718,-2.79425101231,2.7660752452,2.0,130.0,69.1160731336,7.72202034863,114.0,500.0,0.0
62,2.0,7.0,0.0,4.0,5.0,-0.626038288561,9.4380255636,36.3512270862,176.056852688,24.5137786738,16.8052167681,16.7826744064,21.5409000867,16.4457384827,4.18852808572,0.328525846721,8.38313422013,1.77355152822,2.0,130.0,26.7837411832,2.92272465173,114.0,500.0,0.0
63,2.0,2.0,2.0,4.0,5.0,3.89231516064,17.2185395454,66.2131569828,124.297608296,27.6332536936,13.0343873117,34.2006101518,9.66007072452,12.9333095425,5.57866269712,0.00126635496694,8.38299354046,1.0777862218,0.0,128.0,19.2643988981,3.41396110261,91.0,530.0,0.0
64,2.0,2.0,2.0,3.0,4.0,2.5265608353,33.1488020858,71.1767647673,1227.9903747,16.7535573453,2.02037638671,36.7157334648,118.683683432,1.90553622422,5.04349285395,0.00556383027555,-5.63344416306,1.5109462691,0.0,128.0,64.9172860201,3.61884712852,91.0,530.0,0.0
65,2.0,2.0,0.0,2.0,3.0,5.8309511619,36.4556629849,62.6680333914,192.312711451,16.820397948,1.59877638954,29.7970055071,15.7840767635,1.5648422782,5.00866280287,0.911266282374,-11.4102791039,1.56887420055,0.0,128.0,25.0537861289,2.81758115198,91.0,530.0,0.0
66,2.0,2.0,2.0,2.0,3.0,1.93603883797,20.5081496948,85.9923617467,73.097110408,10.1735819286,1.00061919861,44.0079762174,7.82416690559,1.02388020653,4.14698992705,0.00508641392681,-2.00787860288,0.608495188592,0.0,128.0,10.788263276,2.7624678176,91.0,530.0,0.0
67,2.0,2.0,2.0,4.0,6.0,-0.355165372137,24.9116263652,35.4810096818,384.210697199,17.8232248166,2.72069903155,28.2367555962,67.8990872045,2.75844532763,5.07343921486,0.00158654383328,-4.0301467431,0.581103327321,0.0,128.0,17.3982926159,4.76579566245,91.0,530.0,0.0
68,2.0,2.0,0.0,2.0,3.0,0.781598080764,32.6380405672,67.8628688999,206.045150456,11.3566291477,4.33574081538,34.3800745415,7.10817282363,4.38433760382,5.83129842143,0.000729399801388,-7.92526309199,1.13452028627,0.0,128.0,23.4934874497,2.99328696019,91.0,530.0,0.0
69,2.0,2.0,2.0,2.0,3.0,0.615996979069,17.9488931062,86.123598374,79.4420414847,14.3135168451,8.38721344704,49.2606857054,9.55594753259,8.37949121753,3.0549421651,0.00462868599513,5.83473625144,0.62709957254,0.0,128.0,12.2692760309,2.00758658379,91.0,530.0,0.0
70,2.0,2.0,2.0,2.0,4.0,3.40514199092,11.5753179459,19.411231799,325.008583081,38.5886880091,8.49206543691,12.5397113535,34.2466072459,8.35269103041,4.36107243828,1.22188851684,-0.471123027502,3.16589539096,0.0,128.0,59.368860936,6.10243455218,91.0,530.0,0.0
71,2.0,2.0,0.0,2.0,3.0,2.27361289742,6.2863715946,57.6342841763,772.140079402,46.9486548536,3.98444031449,28.7190881129,84.4294108034,3.09519426795,6.66535106208,0.00204916752662,-48.9730282749,7.68668874855,0.0,128.0,181.467912315,11.4983088397,91.0,530.0,0.0
72,2.0,2.0,1.0,2.0,3.0,2.29259282331,6.95086058682,58.6958498844,616.13506593,46.9486548536,4.6937485148,28.4876476914,58.2853644375,3.82690628987,6.60501698003,0.0459132898634,-48.9730282749,7.66198463901,0.0,128.0,150.995004298,11.5246733395,91.0,530.0,0.0
73,2.0,2.0,1.0,2.0,4.0,2.1917800847,104.480664588,58.7894936062,674.639257971,50.2647980318,5.40453440708,27.7356442452,34.7480086689,4.97281352676,3.42839906401,0.00770098296028,-48.8682279366,4.15398826669,0.0,128.0,93.7424984526,9.32207474597,91.0,530.0,0.0
74,2.0,2.0,1.0,3.0,4.0,2.02123967088,17.9440476757,68.8143917858,683.342750426,20.9759316527,2.53369118329,36.0325654908,19.7993625134,3.01779456135,3.78601803664,0.00413604527153,-47.6975075938,2.31531625003,0.0,128.0,52.1356779386,6.05462215003,91.0,530.0,0.0
75,2.0,2.0,1.0,2.0,2.0,-1.53924473616,7.42444091751,36.8566302547,132.290113714,32.158518509,19.9537968907,14.336821625,22.0465040592,20.1675273372,4.30061146906,2.9582494694,8.88742620872,1.71668457065,0.0,128.0,30.5221718254,7.74624897347,91.0,530.0,0.0
76,2.0,2.0,1.0,2.0,3.0,-1.00864133415,-1.29923467581,37.5581297376,133.711490501,36.527453275,19.267437692,15.9373813812,44.141850726,19.7386823047,2.99657895889,0.665940621897,8.75677621108,2.76904664185,0.0,128.0,45.4026780696,7.94124194832,91.0,530.0,0.0
77,3.0,5.0,0.0,2.0,2.0,11.1474318724,18.4003425863,64.1581415565,801.602247163,65.5448301552,13.4425727691,37.6356010852,45.6547818717,13.6374944285,3.2700459877,0.0680843264981,9.65424494135,4.48592722971,2.0,137.0,147.287503625,7.76228566471,131.0,850.0,0.0
78,3.0,5.0,0.0,2.0,3.0,-0.932354535418,-1.15764065133,64.1581415565,125.682164152,19.8527050638,11.8284851847,42.6697200187,37.6131302929,11.8544413261,14.9096074879,0.403752319552,6.29172609464,2.4770707626,2.0,137.0,44.2799740191,2.95888453419,131.0,850.0,0.0
79,3.0,5.0,0.0,2.0,3.0,0.11269804366,1.1484346439,35.8988424534,88.2686746281,18.5979219052,4.60953479435,25.8777231095,18.4417816154,4.67666539632,1.39568828262,0.00526042922519,-0.897370553701,1.40500568014,2.0,137.0,24.7048504094,5.26393652143,131.0,850.0,0.0
80,3.0,5.0,0.0,2.0,3.0,7.33810654216,16.7906025568,37.3181357644,465.124986659,36.5964429459,2.35647929526,31.6336002573,35.6232913595,2.5382105162,27.2558835465,0.0084889280961,-6.57546346366,3.21635650979,2.0,137.0,78.588738253,4.84469861551,131.0,850.0,0.0
81,3.0,5.0,1.0,4.0,5.0,0.806753163843,86.3998862355,59.2494651172,277.870305786,23.8305184424,16.7714393417,29.5521531355,6.70562364116,16.7258117867,8.2907930563,0.00118461487337,2.74891048342,0.963406334619,2.0,137.0,24.6839440961,4.1299518681,131.0,850.0,0.0
82,3.0,5.0,0.0,3.0,4.0,3.2346616272,8.8644955961,68.7541339757,789.749581985,54.5546632979,5.56854115585,32.929841132,52.6694093399,5.76805147281,2.83958808214,0.000611516407207,-65.6567720771,6.44978035769,2.0,137.0,130.716783644,8.18006990788,131.0,850.0,0.0
83,3.0,5.0,1.0,2.0,3.0,3.400319644,8.98485830662,67.8648771073,649.788587059,47.2781648864,5.46530613829,35.0429966696,45.9785718202,6.14338577735,6.07304184281,0.000262696321912,-21.2518308181,6.11966933021,2.0,137.0,135.8573737,7.39280383347,131.0,850.0,0.0
84,3.0,5.0,1.0,2.0,4.0,-0.559708647041,8.56225550691,33.5599323803,516.567471169,41.7450639176,25.8417338475,14.4469563717,95.3703063579,25.1428847098,1.74894110773,0.756148271222,-0.495343307944,4.60155789353,2.0,137.0,91.5947383711,7.23067388177,131.0,850.0,0.0
85,3.0,5.0,0.0,2.0,3.0,5.22522043045,6.02049886758,64.7410984431,721.013052308,42.4139962411,2.0152221714,20.7497054682,105.004120394,3.36599825056,5.63636175179,1.61685270906,-41.2202330467,8.11704694931,2.0,137.0,100.434810632,7.22549271476,131.0,850.0,0.0
86,3.0,5.0,1.0,2.0,3.0,19.0426386373,27.8809613442,66.1642879523,843.922054173,46.0864784397,0.914471124607,32.9959841905,30.6482066069,0.430920123038,4.23956189875,0.312770580216,-69.6321646798,5.63003626415,2.0,137.0,93.9074106415,7.63473251099,131.0,850.0,0.0
87,3.0,5.0,0.0,2.0,3.0,-0.624202333687,0.0729227804872,51.7934481953,86.3173237809,9.91683796146,5.91962564563,22.302061723,32.3609930554,5.53746790378,3.61707267792,4.75940654691,-0.408287147844,1.69028501178,2.0,137.0,19.2731289705,2.25791479813,131.0,850.0,0.0
88,3.0,5.0,1.0,3.0,5.0,1.0735168664,3.07280315147,38.9147516479,1148.21000997,43.2890169974,19.0091070504,17.8868463906,146.125045979,19.6329269081,4.15721805833,0.470178308298,10.2539302413,2.45111456873,2.0,137.0,118.358463764,5.64883436961,131.0,850.0,0.0
89,3.0,5.0,1.0,5.0,6.0,1.82916722478,3.44130534699,39.7687054067,224.464649179,34.9897061089,16.7332275317,22.0019954117,32.5178302656,17.2994602524,5.84078236145,0.951267538003,10.2539302413,2.59035463764,2.0,137.0,57.3436035263,4.64540216982,131.0,850.0,0.0
90,8.0,2.0,3.0,4.0,5.0,11.8451281453,14.9728923571,66.2201025148,916.479429559,76.3460908732,12.6353422193,35.3204522295,52.3225483752,12.6509257775,5.87553724352,0.0242251773167,-0.115806938356,5.64070795968,2.0,146.0,138.658100852,7.81246708962,141.0,820.0,0.0
91,8.0,2.0,3.0,2.0,3.0,4.34064500346,15.3037033296,61.5891036987,604.619318002,13.2217528309,1.3203756255,28.7498295166,32.0240082091,0.881568919352,4.84902409181,0.0188569924668,-42.6895589112,2.94552253702,2.0,146.0,64.1123404124,5.01063606777,141.0,820.0,1.0
